Submission id,id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,StartDate,EndDate,IPAddress,Progress,Duration (in seconds),treatment,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,Q_RecaptchaScore,Consent form ,wolf,Compg1,Advicegiveng1c1,advicetakeng1T1,advicetakeng1T2,spentg1t2,advicesourceg1T3,guesscorrectg1t3,Action1,Dnorm1,Snorm1,Comp2,Advicegiven2,Advicetaken2t1,Advicetaken2t2,spentg2t2,Advicesource2t3,guesscorrectg2t3,Action2,DNorm2 ,SNorm2,Comp3,Advicegiven3,Advicetakengt1,Advicetakeng3t2,spentg3t2,Advicesourceg3t3,guesscorrectg3t3,Action3,DNorm3,SNorm3,Lotteries,risktolerance,heart,explain1,advicegiven,advicegiven2,advicegiven3,g1gothumanadvice,g2gothumanadvice,g3gothumanadvice,chosehumanadviceg1,chosehumanadviceg2,chosehumanadviceg3
649f6938165ffc99dacdb5fd,597761dfd5ddf60001d14b20,APPROVED,2023-06-30T23:46:03.085000Z,2023-06-30T23:50:58.369000Z,2023-07-01T01:18:11.170000,2023-06-30T23:50:58.863843Z,296,CR7GYEJI,1803,37,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,6/30/23 18:46,6/30/23 18:50,47.32.30.116,100,281,t2,6/30/23 18:50,R_3sieNB4CUtwb5O8,44.6615,-90.179,EN,1,I give consent,lion,50 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,Yellow,Yellow,Yellow,100 Tokens,,,"Chatbot advice, zero tokens for no advice",0,,,0,50,50,80 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,0,0,50,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",2,0,Thoughts on morality of decision making scenarios.,,,,,,,0,0,0
649f6f199994415952d3f527,6100717fefdc2d9d19f6b92f,APPROVED,2023-07-01T00:11:10.451000Z,2023-07-01T00:16:35.380000Z,2023-07-01T01:18:16.197000,2023-07-01T00:16:36.156443Z,325,CR7GYEJI,125,24,Male,White,United States,United States,United States,English,No,Full-Time,6/30/23 19:11,6/30/23 19:16,24.4.142.227,100,313,t2,6/30/23 19:16,R_poRsdFz7KEH0UVz,38.0389,-122.5871,EN,0.899999976,I give consent,Lion,50 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,Blue,Blue,Blue,100 Tokens,,,"Chatbot advice, zero tokens for no advice",0,,,30,50,50,80 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,0,0,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,0,Interesting!,,,,,,,0,0,0
649f59e7d8b959efaf105d39,6155d5e191a8a0b9fc7f1371,APPROVED,2023-06-30T22:41:02.953000Z,2023-06-30T22:51:41.037000Z,2023-06-30T23:41:04.508000,2023-06-30T22:51:41.529191Z,639,CR7GYEJI,128,24,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other,6/30/23 17:41,6/30/23 17:51,37.189.37.71,100,629,t2,6/30/23 17:51,R_2aVxRIa7y3sdkMS,40.9784,-8.5585,EN,1,I give consent,lion,50 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,Blue,Blue,none,125 Tokens,,,"Chatbot advice, zero tokens for no advice",0,,,20,10,0,80 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,15,5,0,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,0,social experiment maybe,,,,,,,0,0,0
64a033813471d15a2828e3b8,615eaaf99d191e2bc495b80d,AWAITING REVIEW,2023-07-01T14:09:10.386000Z,2023-07-01T14:22:55.381000Z,,2023-07-01T14:22:56.097995Z,825,CR7GYEJI,349,26,Male,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking),7/1/23 9:09,7/1/23 9:22,41.113.163.146,100,800,t2,7/1/23 9:22,R_1eJAv7wxiUMjepK,-26.3811,27.8376,EN,1,I give consent,Lion,100 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,Blue,Yellow,Blue,50 Tokens,,,"Chatbot advice, zero tokens for no advice",0,,,50,50,50,80 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,20,20,20,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,0,Decision making ,,,,,,,0,0,0
649f6b3acdb9f5e981dd7f81,616625112409e9e6c32a82a7,APPROVED,2023-06-30T23:54:43.684000Z,2023-07-01T00:01:37.577000Z,2023-07-01T01:18:41.950000,2023-07-01T00:02:52.226114Z,414,CR7GYEJI,361,20,Female,White,United States,United States,United States,Spanish,DATA_EXPIRED,DATA_EXPIRED,6/30/23 18:54,6/30/23 19:01,69.242.231.5,100,381,t2,6/30/23 19:01,R_3JI9LUGuYDBsyyt,32.2503,-110.945,EN,0.899999976,I give consent,Lion,50 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,Yellow,Yellow,Blue,100 Tokens,,,"Chatbot advice, zero tokens for no advice",0,,,50,50,100,80 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,0,0,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,0,Decision Making and asking for help,,,,,,,0,0,0
649f675e7268a4416218da6f,63034df51d918e1e3b97e5ce,APPROVED,2023-06-30T23:38:06.614000Z,2023-06-30T23:50:08.853000Z,2023-07-01T01:18:10.437000,2023-06-30T23:50:10.025873Z,723,CR7GYEJI,346,21,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,6/30/23 18:38,6/30/23 18:49,98.27.11.187,100,704,t2,6/30/23 18:49,R_3JIWlkzgcN5kQ09,36.1287,-79.4086,EN,0.899999976,I give consent,Lion,50 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,Blue,Blue,Blue,50 Tokens,,,"Chatbot advice, zero tokens for no advice",0,,,0,0,0,80 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,0,0,0,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,0,To see how willing people are to take risks,,,,,,,0,0,0
649f744a5a878782f17a889c,631e235a33040da66ddf51a1,APPROVED,2023-07-01T00:33:14.730000Z,2023-07-01T00:40:32.831000Z,2023-07-01T01:18:27.536000,2023-07-01T00:40:33.279670Z,439,CR7GYEJI,1598,37,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,6/30/23 19:33,6/30/23 19:40,174.99.23.159,100,416,t2,6/30/23 19:40,R_2b0DIF2fOy0wgWa,35.7614,-78.6015,EN,1,I give consent,Lion,50 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,Yellow,Yellow,Blue,125 Tokens,,,"Chatbot advice, zero tokens for no advice",0,,,0,0,100,80 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,0,0,100,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,0,This study is about selfishness and greed and trust and how people perceive others based on these factors.,,,,,,,0,0,0
64a0330fa993a58ac040209c,642c60db7d35f189b06e9f57,AWAITING REVIEW,2023-07-01T14:07:20.837000Z,2023-07-01T14:17:38.736000Z,,2023-07-01T14:17:39.282013Z,618,CR7GYEJI,102,70,Male,Asian,India,United Kingdom,United Kingdom,Gujarati,No,DATA_EXPIRED,7/1/23 9:07,7/1/23 9:16,82.16.15.117,100,554,t2,7/1/23 9:16,R_2uD4xHqXw5vtnEX,52.6407,-1.1354,EN,1,I give consent,lion,50 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,Blue,Blue,Blue,100 Tokens,,,"Chatbot advice, zero tokens for no advice",0,,,100,50,100,80 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,0,,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,0,"moral choices, risk taking, and influences",,,,,,,0,0,0
649f708f5d8dacf4a15cf688,646d380eee9fe3fcc1d147f2,APPROVED,2023-07-01T00:17:31.484000Z,2023-07-01T00:22:06.986000Z,2023-07-01T01:18:19.492000,2023-07-01T00:22:11.142504Z,276,CR7GYEJI,156,22,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),6/30/23 19:17,6/30/23 19:21,136.51.53.4,100,261,t2,6/30/23 19:21,R_cIaRWVvf5aEwBZD,29.4227,-98.4927,EN,1,I give consent,Lion,50 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,Yellow,Blue,none,50 Tokens,,,"Chatbot advice, zero tokens for no advice",0,,,0,0,0,80 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,0,50,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,0,People's propensity to gamble and how they gamble when it affects other people.,,,,,,,0,0,0
649f594201bcfeebbaa10b59,613b68e36ab8e4f737db4977,APPROVED,2023-06-30T22:38:00.866000Z,2023-06-30T22:44:14.880000Z,2023-06-30T23:40:58.683000,2023-06-30T22:44:16.032546Z,375,CR7GYEJI,457,30,Female,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,Full-Time,6/30/23 17:38,6/30/23 17:43,187.190.4.107,100,352,t2,6/30/23 17:43,R_2fuNYDXDEAOw4bb,19.4326,-99.1332,EN,1,I give consent,Lion,50 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,Yellow,Yellow,Yellow,100 Tokens,,,"Chatbot advice, zero tokens for no advice",0,,,50,50,50,80 tokens,,,"Chatbot, 5 tokens for one piece of advice",5,,,50,30,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,0,What people believe is the correct and equal choice in distribution amongst a pair / team.,,,*Consider your own preferences. How much do you value fairness and equality? How much do you value your own personal gain? Your own preferences will play a big role in how you decide to play the game.,,,0,0,0,0
649f7199fa190fab906dd14b,58ef6ad040baf30001228d2c,APPROVED,2023-07-01T00:21:49.315000Z,2023-07-01T00:27:01.211000Z,2023-07-01T01:18:20.891000,2023-07-01T00:27:02.225446Z,312,CR7GYEJI,4600,44,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,6/30/23 19:21,6/30/23 19:26,75.223.32.105,100,257,t2,6/30/23 19:26,R_1otJoV0bvuacKqN,36.1214,-115.141,EN,1,I give consent,lion,50 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,Yellow,Yellow,Yellow,125 Tokens,,,"Chatbot advice, zero tokens for no advice",0,,,0,0,100,80 tokens,,,"Human advice, zero tokens for no advice",0,,,0,0,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,0,to test how willing people are to risk bonus winnings for a chance at a larger win,,,,,,,0,0,1
64a033147aaa33574d86bd14,6047a81d9fa4a0000a797393,AWAITING REVIEW,2023-07-01T14:07:20.991000Z,2023-07-01T14:13:18.140000Z,,2023-07-01T14:13:18.652597Z,358,CR7GYEJI,237,20,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",7/1/23 9:07,7/1/23 9:13,89.114.119.148,100,348,t2,7/1/23 9:13,R_r9L4dlvdjOg0KQN,41.1691,-8.6793,EN,1,I give consent,Lion,50 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,Blue,Yellow,Yellow,125 Tokens,,,"Chatbot advice, zero tokens for no advice",0,,,20,50,49,80 tokens,,,"Human advice, zero tokens for no advice",0,,,0,50,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,0,decision-making and allocation of resources between two participants,,,,,,,0,0,1
64a033edd7f2d0dac1b8931c,615b622cad37e6586f139c40,AWAITING REVIEW,2023-07-01T14:10:53.263000Z,2023-07-01T14:19:03.615000Z,,2023-07-01T14:19:04.104025Z,491,CR7GYEJI,315,35,Male,White,Spain,Spain,Spain,Spanish,Yes,Unemployed (and job seeking),7/1/23 9:10,7/1/23 9:18,95.62.19.108,100,483,t2,7/1/23 9:18,R_2D0kTv1rhN4MorD,36.6949,-6.1247,EN,0.899999976,I give consent,lION,50 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,Blue,Blue,Blue,125 Tokens,,,"Chatbot advice, zero tokens for no advice",0,,,50,50,100,80 tokens,,,"Human, 12 tokens for three pieces of advice",12,,,50,0,50,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",5,0,No idea,,,,,,1,0,0,1
649f6f25a84ddcf35d955082,5c7d7e86848d2a0016b3dd3e,APPROVED,2023-07-01T00:11:21.610000Z,2023-07-01T00:19:00.291000Z,2023-07-01T01:18:16.549000,2023-07-01T00:19:00.750774Z,459,CR7GYEJI,3410,47,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,6/30/23 19:11,6/30/23 19:18,96.28.42.126,100,441,t2,6/30/23 19:18,R_6lfUTIQ4agJpR8R,38.3078,-85.7359,EN,1,I give consent,lion,50 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,Blue,Blue,Blue,100 Tokens,,,"Chatbot advice, zero tokens for no advice",0,,,50,50,50,80 tokens,,,"Human, 5 tokens for one piece of advice",5,,,50,50,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,0,what you would choose,,,,,,1,0,0,1
649f59ff87c72c3c98a9a589,5f6e5f1a89a12b394d694868,APPROVED,2023-06-30T22:41:03.799000Z,2023-06-30T22:45:20.143000Z,2023-06-30T23:41:06.960000,2023-06-30T22:45:20.647067Z,257,CR7GYEJI,133,21,Female,White,Lithuania,Ireland,Lithuania,Lithuanian,Yes,Part-Time,6/30/23 17:41,6/30/23 17:44,78.18.201.99,100,231,t2,6/30/23 17:45,R_ywlACj0k7X2cZe9,53.3339,-6.2271,EN,1,I give consent,lion,50 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,Blue,Blue,none,50 Tokens,,,"Chatbot advice, zero tokens for no advice",0,,,50,50,40,80 tokens,,,"Human, 5 tokens for one piece of advice",5,,,60,50,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,0,perceptions of choice,,,"*Be generous. If you are feeling generous, you could give the recipient all of the money. This would be the fairest outcome, but it would also mean that you would get nothing for yourself.",,,1,0,0,1
649f58a1ea3eef3beadd7f6c,613644ab1f992400aacf1ddf,APPROVED,2023-06-30T22:35:13.746000Z,2023-06-30T22:54:16.161000Z,2023-06-30T23:40:52.894000,2023-06-30T22:54:16.717547Z,1143,CR7GYEJI,81,20,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Part-Time,6/30/23 17:35,6/30/23 17:53,89.152.227.249,100,1078,t2,6/30/23 17:53,R_0UplmzOLUgWRNy9,41.2346,-8.6183,EN,0.899999976,I give consent,Lion,50 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,Blue,Yellow,Blue,125 Tokens,,,"Chatbot advice, zero tokens for no advice",0,,,50,50,100,80 tokens,,,"Human, 5 tokens for one piece of advice",5,,,50,50,50,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,0,I think this study is about probabilities and how we deal with the chance of winning or losing something with major value ,,,,,,1,0,0,1
649f62f4bf3f506ce4cdb63c,5e705d7fede0276399797769,APPROVED,2023-06-30T23:19:23.270000Z,2023-06-30T23:27:56.265000Z,2023-07-01T01:18:37.078000,2023-06-30T23:27:57.636408Z,513,CR7GYEJI,1397,31,Female,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",6/30/23 18:19,6/30/23 18:27,73.66.158.210,100,481,t2,6/30/23 18:27,R_3eGfU5WS7UlwLvP,37.2306,-120.5194,EN,1,I give consent,Lion,50 tokens,,,"Chatbot advice, zero tokens for no advice",0,,,Yellow,Yellow,none,100 Tokens,,,"Chatbot advice, zero tokens for no advice",0,,,60,55,50,80 tokens,,,"Human, 9 tokens for two pieces of advice",9,,,40,0,40,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",1,0,morality,,,,,,1,0,0,1
